id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
16005,Male,Urban,Bachelor,30.91,1,5,7372.0,1,A,Platinum,31536
22726,Female,Urban,High School,78.99,0,3,5441.0,More than 1,,Platinum,68904
54141,Male,Urban,High School,4.32,0,7,4330.0,More than 1,A,Platinum,98712
69689,Male,Urban,Bachelor,9.49,1,4,12626.0,More than 1,C,Gold,314904
79105,Female,,High School,9.69,1,7,2126.0,1,A,Silver,68112
15775,Male,Urban,High School,2.46,1,3,0.0,1,A,Platinum,35940
85669,Male,Rural,High School,97.43,0,0,3360.0,More than 1,B,Silver,61680
73764,Female,Rural,Bachelor,8.25,1,2,4225.0,More than 1,A,Gold,101148
56038,Female,Urban,Bachelor,8.79,0,8,8018.0,More than 1,A,Silver,107256
43794,Male,Urban,Bachelor,5.59,1,6,6648.0,More than 1,A,Platinum,30228
58966,Male,Urban,High School,6.57,0,1,3981.0,More than 1,,Silver,107004
85179,Female,Urban,High School,5.89,1,5,5906.0,More than 1,A,Platinum,53856
84744,Male,Urban,Bachelor,4.5,0,5,4558.0,More than 1,B,Silver,65088
52897,Female,Rural,Bachelor,8.33,1,3,,More than 1,B,Platinum,75768
65927,Male,Urban,Bachelor,3.44,0,6,6021.0,1,B,Silver,31896
70193,Male,Urban,High School,2.52,0,2,4635.0,1,A,Silver,71244
59065,Male,Urban,High School,4.26,0,2,5835.0,More than 1,A,Silver,32196
42300,Male,Urban,Bachelor,9.41,0,7,4094.0,More than 1,B,Silver,111528
69956,Female,Urban,High School,6.83,0,8,4235.0,More than 1,A,Gold,203112
13538,Male,Urban,Bachelor,8.6,0,8,9704.0,More than 1,A,Silver,63672
73004,Male,Rural,Bachelor,,1,7,3314.0,More than 1,B,Gold,63024
40382,Female,Rural,Others,5.19,0,5,0.0,More than 1,A,Platinum,55236
1266,Female,Urban,Bachelor,6.63,1,4,0.0,1,C,Platinum,38700
5762,Female,Rural,High School,6.28,1,7,0.0,1,A,Platinum,51048
28755,Female,Rural,Bachelor,2.27,1,6,5073.0,1,B,Platinum,58392
5329,Male,Rural,Others,5.24,1,6,4908.0,More than 1,A,Gold,66744
7694,Female,Urban,Bachelor,8.97,1,5,,1,C,Platinum,66312
16590,Female,Urban,Bachelor,4.47,0,6,4547.0,1,A,Platinum,39204
89198,Male,Urban,High School,6.32,1,2,6303.0,More than 1,A,Platinum,70056
86889,Female,Urban,Bachelor,3.55,1,6,6314.0,1,B,Platinum,62136
1352,Female,Rural,Bachelor,7.68,1,5,0.0,More than 1,,Silver,104280
43972,Female,Rural,High School,62.47,1,6,0.0,More than 1,A,Gold,65208
37336,Male,,Bachelor,65.46,0,4,0.0,1,,Silver,60024
66875,Male,Urban,Bachelor,6.32,1,6,2790.0,More than 1,A,Platinum,36924
16504,Female,Rural,Bachelor,7.4,0,4,0.0,More than 1,A,Silver,195576
66141,Male,Rural,Bachelor,9.48,0,1,0.0,1,C,Platinum,59136
37171,Female,Urban,High School,7.24,1,6,3777.0,1,A,Gold,59952
59688,Male,Urban,High School,0.14,1,7,6307.0,More than 1,A,Silver,32448
58935,Male,Urban,Bachelor,3.57,1,7,5242.0,More than 1,B,Silver,150696
48888,Male,Rural,High School,2.62,1,7,4123.0,More than 1,B,Platinum,75864
56968,Female,Urban,Bachelor,3.37,1,4,6016.0,More than 1,,Platinum,259908
63420,Male,Urban,High School,2.38,0,4,0.0,More than 1,B,Platinum,72096
13825,Male,Urban,Bachelor,7.54,0,1,,1,A,Platinum,31008
75368,Male,Urban,High School,8.54,1,8,11016.0,More than 1,C,Silver,324384
49700,Male,Rural,Bachelor,5.15,1,5,4979.0,More than 1,A,Gold,191064
59541,Female,Rural,High School,8.21,0,1,0.0,More than 1,B,Platinum,63732
51348,Female,Urban,Bachelor,4.7,0,6,2211.0,More than 1,B,Silver,352188
86544,Female,Urban,High School,2.57,1,5,4099.0,More than 1,A,Platinum,197664
88573,Female,Rural,Bachelor,8.34,1,2,0.0,More than 1,B,Platinum,65220
12117,Male,Urban,High School,5.33,1,6,3026.0,1,A,Gold,33780
8742,Female,Rural,Bachelor,9.72,1,7,0.0,More than 1,A,Gold,74496
81197,Male,Rural,High School,3.45,1,1,0.0,1,B,Platinum,31872
5812,Male,Urban,High School,3.86,0,4,4491.0,More than 1,A,Platinum,58440
567,Female,Urban,Bachelor,6.02,1,5,6589.0,More than 1,A,Gold,130464
1570,Male,Urban,High School,94.34,0,5,2730.0,More than 1,B,Platinum,107748
28957,Female,Rural,High School,6.52,1,5,0.0,More than 1,B,Platinum,60288
47774,Male,Urban,High School,4.98,0,4,8916.0,More than 1,A,Gold,71052
88364,Male,Urban,High School,38.94,1,6,2358.0,1,A,Platinum,33048
61233,Male,Urban,High School,4.8,1,8,11258.0,More than 1,A,Platinum,62640
7573,Female,Urban,High School,2.31,1,8,4055.0,1,A,Gold,36660
52737,Female,Urban,Bachelor,7.24,1,6,6872.0,More than 1,A,Platinum,529128
71849,Female,Rural,Bachelor,50.97,1,5,0.0,More than 1,A,Platinum,66072
50082,Female,Urban,High School,7.63,0,2,2780.0,More than 1,B,Platinum,68040
49277,Male,Rural,Bachelor,3.4,1,7,0.0,More than 1,B,Gold,70740
2060,Male,Rural,High School,9.72,1,2,0.0,1,A,Gold,55236
55683,Male,Urban,Others,1.53,1,8,12222.0,1,B,Silver,61104
49063,Male,Rural,High School,7.93,1,8,0.0,1,B,Platinum,28332
4884,Male,Urban,Bachelor,4.31,0,6,3742.0,More than 1,B,Silver,128856
81503,Male,Urban,High School,8.17,1,2,4298.0,More than 1,A,Platinum,103788
83507,Male,Urban,High School,4.26,0,1,4285.0,More than 1,B,Platinum,68100
84180,Female,Urban,High School,7.17,0,5,6830.0,More than 1,A,Gold,101004
44424,Female,Urban,High School,,0,2,12846.0,More than 1,C,Gold,76860
7837,Male,Urban,High School,5.31,1,6,3887.0,1,A,Platinum,36372
24068,Male,Urban,High School,13.54,1,0,2146.0,1,B,Platinum,34356
1179,Male,Urban,Bachelor,4.4,1,5,4057.0,1,B,Platinum,32760
68759,Male,Urban,High School,4.06,1,8,,More than 1,A,Platinum,59544
34913,Male,Urban,High School,5.85,0,7,3852.0,1,B,Gold,34152
42289,Male,Urban,High School,98.13,1,4,2282.0,More than 1,B,Gold,58152
75826,Male,Urban,Bachelor,4.93,1,8,5105.0,More than 1,B,Platinum,225048
66049,Male,,High School,5.9,1,2,3502.0,1,A,Platinum,34248
33427,Male,Urban,High School,4.47,0,6,5733.0,More than 1,B,Silver,244044
80805,Female,Rural,Bachelor,9.66,1,2,0.0,1,B,Platinum,35172
83368,Male,Urban,High School,5.52,1,7,4163.0,1,A,Silver,34164
62328,Male,Rural,Bachelor,2.36,1,8,0.0,More than 1,B,Gold,99180
65596,Male,Rural,High School,24.72,1,6,0.0,1,B,Platinum,59412
27598,Male,Urban,High School,77.26,0,6,7671.0,1,A,Gold,75936
60911,Female,Urban,Bachelor,9.25,0,6,6480.0,1,A,Silver,55764
51291,Female,Urban,High School,4.17,0,5,14453.0,1,A,Gold,95016
32017,Male,,Bachelor,6.17,1,1,0.0,More than 1,A,Platinum,46092
75168,Male,Urban,Bachelor,7.4,1,5,3868.0,More than 1,A,Platinum,493116
5907,Male,Rural,Others,25.22,0,5,0.0,More than 1,A,Platinum,98340
46188,Female,,High School,4.69,1,7,0.0,More than 1,B,Silver,271728
5321,Male,Urban,Bachelor,5.06,1,6,4985.0,More than 1,B,Silver,70656
37326,Male,Urban,High School,6.29,1,8,2766.0,More than 1,A,Platinum,234768
11692,Male,Urban,High School,73.91,1,2,3688.0,More than 1,A,Gold,66444
71136,Male,Urban,Bachelor,,1,8,4068.0,More than 1,A,Platinum,112740
1615,Male,Urban,High School,7.56,1,4,4305.0,More than 1,A,Platinum,103788
42103,Male,Urban,High School,,1,7,4386.0,More than 1,,Platinum,62340
67671,Male,Rural,High School,7.71,0,6,2655.0,1,A,Platinum,40596
61968,Female,Urban,Bachelor,9.38,1,2,3633.0,More than 1,A,Silver,61644
55468,Male,Urban,Bachelor,2.6,1,4,5282.0,More than 1,A,Platinum,46980
25578,Female,Urban,High School,8.37,0,1,3494.0,1,A,Platinum,49236
26669,Female,Urban,Bachelor,5.57,1,1,5637.0,More than 1,A,Platinum,62364
79664,Female,Urban,Others,6.16,0,7,6673.0,More than 1,A,Platinum,99204
43821,Male,Urban,High School,9.3,1,3,5937.0,1,A,Platinum,47364
48237,Male,,Bachelor,4.83,0,6,2188.0,More than 1,B,Platinum,98460
9623,Female,Urban,Bachelor,4.97,0,6,0.0,1,A,Platinum,35220
67487,Male,Rural,Bachelor,,0,7,2956.0,More than 1,A,Gold,61752
86463,Male,Rural,High School,5.54,1,8,0.0,More than 1,A,Gold,68076
29039,Female,Rural,High School,7.28,1,8,2516.0,More than 1,A,Platinum,61644
34449,Female,Urban,Bachelor,9.84,1,4,2008.0,More than 1,A,Platinum,62700
22840,Female,Urban,Bachelor,4.3,0,2,0.0,1,A,Silver,38388
13239,Male,Rural,Bachelor,7.66,0,7,0.0,More than 1,A,Platinum,122760
3311,Female,Urban,Bachelor,1.32,1,7,5205.0,1,A,Platinum,30720
3743,Female,Rural,High School,6.41,1,6,0.0,More than 1,B,Silver,105504
60036,Male,Urban,Bachelor,3.11,0,2,3664.0,More than 1,B,Gold,588504
88128,Male,Urban,Bachelor,4.33,0,3,2340.0,More than 1,B,Silver,62520
85235,Male,Rural,Bachelor,46.62,1,0,0.0,1,A,Silver,32868
63250,Female,Rural,Bachelor,5.54,1,7,0.0,1,B,Silver,34380
67461,Male,Urban,High School,3.89,0,6,5581.0,1,C,Gold,51564
78109,Male,Urban,High School,2.29,1,2,5349.0,More than 1,A,Gold,27348
26879,Male,Rural,Bachelor,8.38,1,2,0.0,1,B,Platinum,39672
23165,Female,Urban,Bachelor,4.63,0,4,2462.0,1,B,Platinum,35508
38986,Female,Urban,High School,,0,2,0.0,More than 1,A,Platinum,110220
53726,Female,Urban,High School,7.04,1,1,5456.0,More than 1,B,Platinum,58392
83033,Male,Rural,Bachelor,9.69,1,7,,1,A,Platinum,34776
66974,Male,Urban,High School,,1,8,6610.0,More than 1,C,Platinum,49104
2647,Female,Urban,High School,4.13,1,1,5647.0,More than 1,B,Gold,52224
66987,Female,Urban,High School,3.05,0,7,6457.0,More than 1,A,Platinum,68136
72466,Male,,High School,,0,3,5765.0,1,A,Gold,51072
56797,Female,Urban,Others,9.71,1,6,5161.0,More than 1,A,Gold,33996
13605,Male,Urban,High School,7.14,0,8,4409.0,More than 1,B,Platinum,270744
51785,Female,Urban,High School,8.02,0,4,5666.0,More than 1,A,Platinum,96588
59409,Male,,Bachelor,9.06,1,6,13075.0,More than 1,A,Platinum,60744
4096,Male,Rural,Bachelor,9.91,0,5,3082.0,1,B,Silver,44244
83826,Female,Urban,High School,18.43,1,3,6321.0,More than 1,A,Platinum,50628
38521,Male,Rural,High School,90.79,1,5,2651.0,1,C,Platinum,68520
82698,Male,Urban,High School,8.39,1,6,6297.0,More than 1,A,Platinum,113964
52348,Male,Urban,High School,5.17,0,7,14222.0,More than 1,B,Gold,115188
45284,Male,Urban,Bachelor,2.57,1,1,3545.0,More than 1,,Gold,59604
24170,Female,Rural,Bachelor,13.38,1,5,2355.0,1,B,Platinum,32556
52023,Female,Urban,High School,7.23,1,1,2800.0,More than 1,B,Silver,70704
86320,Female,Urban,Bachelor,3.38,1,6,9051.0,1,B,Silver,33816
45976,Male,Rural,High School,67.8,0,6,3002.0,1,A,Platinum,63408
68324,Male,Rural,Others,41.9,1,3,11154.0,More than 1,B,Silver,65184
62189,Female,Urban,High School,4.72,1,5,5235.0,1,,Gold,28968
20500,Male,Urban,High School,7.62,1,6,4175.0,More than 1,A,Silver,57348
35265,Male,Rural,Bachelor,6.99,1,7,0.0,More than 1,A,Silver,71304
65395,Female,Urban,Bachelor,84.33,1,5,,1,A,Platinum,44436
79506,Female,Rural,Bachelor,45.78,0,2,0.0,More than 1,,Platinum,66768
76704,Female,Urban,Bachelor,4.28,1,7,5958.0,More than 1,C,Platinum,106536
31438,Female,Urban,Bachelor,8.26,0,7,4614.0,1,A,Platinum,33600
12127,Female,Urban,Bachelor,9.21,1,7,0.0,More than 1,A,Platinum,96372
7163,Female,Urban,High School,51.99,1,4,6217.0,More than 1,A,Platinum,61860
76227,Male,Urban,High School,67.99,1,7,3912.0,More than 1,C,Silver,58728
42444,Male,Urban,High School,9.46,0,6,4361.0,More than 1,A,Platinum,187824
46744,Male,,Bachelor,7.49,1,5,0.0,More than 1,B,Platinum,56520
68689,Male,Urban,Bachelor,9.92,1,8,3741.0,More than 1,A,Gold,93408
16271,Male,Urban,Bachelor,5.05,1,7,3290.0,More than 1,B,Gold,70512
12737,Female,Urban,High School,6.45,0,5,5877.0,1,A,Silver,31536
80368,Male,Urban,Bachelor,7.78,0,4,10187.0,More than 1,A,Platinum,192372
6173,Female,Urban,Bachelor,41.79,0,7,,More than 1,C,Silver,97140
18928,Male,Urban,High School,2.29,0,2,10719.0,More than 1,A,Platinum,300792
62842,Male,Urban,Bachelor,7.97,1,6,12207.0,1,B,Platinum,64404
37278,Male,Urban,High School,4.58,0,6,5976.0,1,A,Platinum,119304
50054,Male,Rural,High School,,1,5,5667.0,More than 1,,Gold,132216
59045,Female,Urban,High School,9.52,1,2,6327.0,1,A,Platinum,30240
52006,Male,Rural,High School,8.3,0,0,3269.0,More than 1,A,Platinum,106092
48260,Male,Rural,High School,9.55,1,5,0.0,More than 1,B,Platinum,56040
40657,Male,Rural,High School,82.99,1,7,0.0,More than 1,A,Silver,64500
60396,Male,Urban,Bachelor,6.25,0,8,6093.0,More than 1,A,Silver,203844
26572,Male,Urban,Bachelor,,0,6,8817.0,More than 1,A,Platinum,114360
3433,Male,Rural,Bachelor,,1,8,0.0,1,A,Platinum,63204
17786,Female,Urban,High School,12.53,0,7,7727.0,More than 1,A,Silver,95628
73008,Female,Urban,High School,2.59,1,8,6566.0,More than 1,A,Silver,69156
35638,Male,Urban,High School,4.3,0,4,0.0,More than 1,C,Silver,128532
9091,Female,Rural,High School,13.63,1,7,5979.0,1,A,Gold,36096
21583,Male,Urban,High School,,0,8,5849.0,More than 1,A,Gold,214536
81823,Female,Urban,Bachelor,5.41,1,0,5202.0,More than 1,A,Platinum,57648
38475,Female,Rural,Bachelor,7.51,1,6,0.0,More than 1,B,Gold,106860
56924,Female,Urban,Bachelor,9.5,1,7,4043.0,1,B,Silver,66060
76821,Female,Urban,Bachelor,55.59,0,7,6791.0,More than 1,A,Platinum,66828
14148,Male,Urban,Bachelor,7.48,0,1,9692.0,More than 1,A,Silver,454884
74571,Male,Rural,Bachelor,7.2,1,5,2116.0,1,A,Platinum,38808
11371,Female,Rural,High School,8.84,1,4,0.0,1,A,Gold,33180
6588,Male,Urban,High School,3.03,1,2,,More than 1,A,Gold,170616
22322,Female,Urban,Bachelor,7.35,1,1,3061.0,More than 1,A,Gold,237180
51975,Female,Urban,High School,6.26,1,0,3424.0,More than 1,A,Platinum,68664
48976,Male,Urban,High School,4.54,1,6,,More than 1,A,Platinum,65592
31286,Male,,Bachelor,6.37,1,2,7649.0,More than 1,A,Platinum,69972
81777,Female,Urban,Bachelor,3.1,1,2,11433.0,More than 1,,Silver,170184
44177,Male,Urban,High School,3.45,0,2,5898.0,More than 1,B,Gold,63180
74491,Male,,High School,4.66,0,8,11112.0,More than 1,C,Silver,44244
77215,Female,Urban,High School,7.02,0,6,8696.0,More than 1,A,Platinum,98280
12882,Male,Urban,High School,2.88,1,2,7853.0,More than 1,A,Platinum,66084
18585,Male,Rural,Bachelor,31.0,0,0,2639.0,More than 1,B,Silver,42492
48061,Female,Rural,Bachelor,70.97,0,7,0.0,1,A,Platinum,32460
58788,Male,Urban,Bachelor,9.63,1,7,3667.0,More than 1,B,Platinum,66960
76029,Male,Urban,Bachelor,,1,4,8389.0,More than 1,A,Platinum,102288
68601,Female,Rural,Bachelor,29.92,1,6,0.0,1,B,Silver,61716
41788,Female,Urban,High School,8.11,0,1,6301.0,More than 1,A,Platinum,275592
89249,Female,Urban,High School,11.65,0,1,0.0,1,A,Gold,31512
51544,Male,Urban,High School,2.24,0,5,6097.0,More than 1,A,Platinum,60228
28379,Male,Rural,Bachelor,9.9,1,5,0.0,More than 1,A,Silver,65292
66527,Female,Urban,High School,5.81,1,5,2604.0,1,A,Gold,32880
55330,Female,Rural,High School,5.37,0,0,0.0,1,A,Silver,30540
78745,Male,Urban,High School,5.38,0,1,11929.0,More than 1,A,Platinum,66252
74224,Male,Urban,High School,3.06,0,1,3316.0,More than 1,C,Silver,309180
11408,Male,Urban,High School,2.0,1,8,2996.0,More than 1,A,Gold,168132
52585,Male,Urban,High School,2.6,0,2,8248.0,1,B,Silver,56820
17734,Female,Rural,High School,6.12,0,7,2782.0,More than 1,A,Silver,63252
71049,Male,Rural,High School,5.7,0,5,0.0,More than 1,B,Gold,95604
80613,Male,Urban,High School,5.09,0,7,3657.0,More than 1,A,Platinum,55920
67166,Male,Rural,High School,8.44,1,0,3579.0,1,A,Platinum,36120
68239,Female,Urban,High School,,1,4,5499.0,More than 1,A,Platinum,94056
4218,Female,Urban,Bachelor,5.05,1,3,6209.0,More than 1,A,Platinum,55008
23377,Female,Rural,High School,4.96,0,1,6383.0,1,A,Silver,43032
26538,Male,Urban,High School,9.13,0,1,6263.0,More than 1,A,Platinum,101652
81096,Male,Urban,Bachelor,,0,6,3629.0,1,A,Silver,34716
44686,Female,Urban,Bachelor,9.16,0,7,16277.0,More than 1,B,Platinum,98160
88071,Female,Rural,Bachelor,5.77,0,7,0.0,More than 1,A,Silver,74064
79124,Male,Urban,High School,5.68,0,6,6911.0,More than 1,A,Gold,43368
44647,Male,Urban,High School,4.49,1,5,,More than 1,A,Platinum,60084
41440,Female,Urban,Bachelor,75.0,1,2,4955.0,More than 1,B,Platinum,68208
30690,Male,,Bachelor,2.75,0,2,5721.0,More than 1,B,Platinum,172512
34816,Female,Urban,Bachelor,2.32,1,6,6287.0,More than 1,A,Platinum,56136
49118,Male,Urban,High School,7.46,0,3,4404.0,1,A,Silver,90432
63484,Male,,High School,7.25,0,3,6851.0,More than 1,A,Gold,60156
71003,Female,Rural,High School,7.09,0,2,0.0,1,A,Platinum,32304
75602,Female,Urban,Bachelor,5.35,0,8,17251.0,More than 1,A,Platinum,99036
19613,Male,Urban,High School,7.62,0,7,10359.0,More than 1,A,Gold,687888
4960,Female,Rural,High School,,0,4,5051.0,More than 1,B,Platinum,66636
25987,Female,,Bachelor,5.14,1,5,0.0,1,A,Platinum,34296
67722,Female,Urban,Bachelor,6.97,0,6,5156.0,More than 1,A,Platinum,110436
54337,Female,Urban,Bachelor,2.0,1,4,6604.0,More than 1,A,Silver,152748
70004,Female,Rural,High School,98.84,1,5,2966.0,More than 1,A,Silver,45264
81160,Male,Urban,High School,5.91,1,5,3834.0,More than 1,A,Platinum,62772
65928,Female,Urban,High School,7.05,0,6,7385.0,More than 1,A,Platinum,102612
49628,Female,Urban,Bachelor,6.83,0,5,5709.0,More than 1,A,Silver,66348
46212,Male,Urban,High School,4.26,0,2,5761.0,1,A,Silver,36696
47529,Male,Rural,Bachelor,6.08,1,5,0.0,More than 1,B,Silver,63708
23014,Male,Urban,High School,7.13,1,4,13296.0,More than 1,B,Platinum,64728
8120,Male,Urban,Bachelor,4.87,1,1,7053.0,More than 1,A,Silver,172752
59965,Male,Rural,Others,7.02,0,7,3252.0,More than 1,B,Gold,132540
57172,Male,Rural,High School,3.53,1,4,0.0,1,C,Platinum,43548
32524,Female,Urban,High School,,1,7,3767.0,More than 1,B,Silver,108144
50006,Male,Urban,Bachelor,78.44,0,4,6815.0,More than 1,A,Platinum,281004
3891,Female,,Bachelor,8.35,1,2,3246.0,More than 1,A,Silver,107436
19607,Female,Urban,Bachelor,8.07,0,0,3900.0,More than 1,B,Silver,80760
34354,Female,Rural,Bachelor,,1,8,2659.0,More than 1,B,Platinum,106884
48720,Male,Rural,Bachelor,3.6,1,4,2913.0,More than 1,A,Gold,68976
65854,Female,Urban,High School,7.43,1,1,4550.0,1,A,Platinum,31392
3910,Female,Urban,Bachelor,4.12,0,7,9649.0,More than 1,A,Gold,188268
31433,Male,Urban,Bachelor,8.73,1,4,6200.0,More than 1,A,Platinum,67236
6904,Male,Rural,Bachelor,6.5,1,8,,More than 1,B,Gold,187248
56876,Male,,High School,6.72,1,6,4243.0,More than 1,A,Gold,303864
57912,Male,Urban,High School,0.79,0,6,6009.0,1,A,Silver,48408
87572,Male,Urban,High School,6.84,1,7,0.0,More than 1,B,Platinum,73200
30177,Male,Urban,High School,2.95,0,1,6065.0,1,A,Silver,32340
77611,Male,Urban,High School,5.16,0,8,3812.0,More than 1,A,Platinum,92100
26568,Female,Urban,High School,8.69,0,1,10060.0,More than 1,A,Platinum,105828
15208,Male,Rural,Others,51.31,1,4,3475.0,1,B,Silver,81744
62551,Male,Urban,Bachelor,8.18,1,8,2934.0,1,B,Gold,37068
64700,Female,Urban,High School,4.14,0,8,3597.0,More than 1,A,Platinum,332148
41910,Male,Urban,High School,8.0,1,2,4308.0,1,A,Gold,68976
66454,Male,Urban,Bachelor,6.24,0,8,5495.0,More than 1,,Platinum,100488
25551,Male,Rural,High School,5.29,0,6,3093.0,More than 1,B,Gold,31452
36008,Female,Urban,Bachelor,66.41,1,7,0.0,More than 1,B,Platinum,73620
62404,Male,Urban,High School,5.9,0,6,2920.0,1,A,Silver,29700
9400,Male,Urban,Bachelor,5.52,0,3,,More than 1,A,Gold,66792
5240,Male,Urban,Bachelor,2.24,1,5,6135.0,More than 1,A,Gold,47136
59456,Male,Urban,High School,3.63,1,5,0.0,1,B,Gold,32364
28368,Male,Rural,High School,8.96,1,5,0.0,1,,Gold,33792
65732,Female,Urban,High School,2.83,1,2,5634.0,More than 1,B,Platinum,68244
24974,Female,Urban,Bachelor,4.53,0,5,5779.0,1,A,Platinum,37164
6576,Female,Urban,Bachelor,,1,2,4163.0,More than 1,A,Platinum,107700
61950,Male,Rural,Bachelor,67.41,1,7,2790.0,More than 1,B,Platinum,68904
13072,Female,Urban,Bachelor,46.36,0,4,13707.0,More than 1,A,Silver,108984
58594,Female,Urban,Bachelor,3.56,0,6,10707.0,More than 1,A,Platinum,76416
35985,Female,Rural,Bachelor,,1,7,0.0,1,B,Silver,73836
15382,Male,Urban,Bachelor,6.74,1,0,2847.0,1,B,Gold,64452
41352,Male,Rural,High School,93.4,1,7,0.0,More than 1,,Platinum,99204
45525,Female,Urban,High School,4.56,0,8,4988.0,1,A,Platinum,47520
47135,Male,Urban,High School,29.34,0,5,5270.0,More than 1,A,Platinum,449040
81972,Male,Urban,Bachelor,6.95,0,1,8210.0,More than 1,A,Gold,65124
2219,Female,Rural,Bachelor,8.49,1,1,0.0,More than 1,A,Silver,62700
60414,Male,Rural,Bachelor,7.39,0,7,0.0,1,B,Platinum,35616
9405,Female,Urban,High School,4.5,0,2,5750.0,More than 1,C,Platinum,336108
64307,Female,Rural,Bachelor,16.69,1,4,3141.0,More than 1,A,Platinum,61308
23164,Female,Rural,Bachelor,9.61,1,6,5267.0,1,B,Silver,34044
11979,Female,Urban,High School,8.73,0,5,6000.0,More than 1,A,Gold,56052
27524,Female,Rural,Bachelor,7.45,1,2,0.0,More than 1,A,Platinum,129492
18309,Female,Rural,Bachelor,7.7,1,6,2868.0,More than 1,B,Gold,76176
16664,Female,Urban,High School,9.85,1,7,5726.0,More than 1,B,Silver,67092
58,Male,Rural,Bachelor,5.22,0,7,4262.0,1,B,Platinum,71928
42920,Male,Rural,High School,87.74,1,6,3868.0,1,A,Platinum,55752
2885,Female,Urban,High School,2.71,1,6,0.0,More than 1,A,Platinum,110196
31201,Male,Urban,High School,4.73,1,2,4001.0,More than 1,A,Gold,164076
10741,Male,,Bachelor,,1,7,3426.0,More than 1,B,Platinum,100704
307,Male,Urban,High School,6.53,0,8,7235.0,More than 1,A,Platinum,98112
17112,Male,Rural,Bachelor,6.29,1,4,0.0,More than 1,A,Platinum,61032
8195,Female,Urban,High School,3.11,1,5,3842.0,More than 1,A,Platinum,406488
64806,Male,Urban,Bachelor,5.19,1,1,3777.0,More than 1,A,Silver,66384
28909,Male,Urban,Bachelor,7.65,1,5,2071.0,More than 1,C,Platinum,121440
33135,Female,Urban,High School,3.91,1,1,5486.0,More than 1,A,Silver,29292
39258,Female,Urban,Bachelor,0.93,0,7,5987.0,More than 1,A,Platinum,62820
34244,Female,Urban,High School,5.24,1,7,3339.0,More than 1,A,Platinum,104400
29251,Male,Urban,Bachelor,4.88,1,6,3721.0,More than 1,,Platinum,67728
77873,Female,Urban,High School,2.96,1,2,3473.0,More than 1,A,Silver,61500
34723,Male,Urban,Bachelor,,1,8,4295.0,1,A,Platinum,490536
61911,Female,Urban,High School,7.93,1,5,,1,C,Silver,29052
66124,Male,Rural,Bachelor,6.77,1,6,0.0,More than 1,C,Platinum,64344
70381,Male,,High School,6.58,0,6,6057.0,1,A,Platinum,55956
62662,Female,Rural,Others,9.06,1,0,0.0,1,A,Platinum,44940
13846,Female,Urban,High School,6.04,0,8,5784.0,1,A,Platinum,54384
1916,Male,Rural,Bachelor,67.73,1,7,16814.0,More than 1,A,Platinum,152916
21415,Female,Urban,High School,2.68,0,0,5858.0,More than 1,B,Platinum,67824
35398,Female,Urban,High School,54.49,0,0,2596.0,More than 1,A,Gold,147372
7630,Female,Rural,High School,2.13,1,1,2646.0,1,A,Gold,137172
35013,Female,Urban,Bachelor,5.66,1,4,5849.0,More than 1,A,Gold,115680
23632,Female,Urban,Bachelor,6.76,0,2,5454.0,More than 1,A,Platinum,70344
46483,Male,Urban,Bachelor,50.67,1,3,6843.0,More than 1,,Silver,180324
55233,Male,Rural,Bachelor,5.52,1,7,4322.0,More than 1,A,Gold,68268
70054,Female,Urban,High School,2.21,1,8,3907.0,1,B,Silver,31548
85630,Male,Urban,Bachelor,9.36,0,8,0.0,More than 1,B,Platinum,57420
21225,Female,Urban,Bachelor,9.97,1,3,4665.0,More than 1,A,Platinum,59736
66749,Female,Rural,High School,8.07,0,1,9554.0,1,A,Platinum,56640
84357,Male,Urban,High School,8.38,0,5,7392.0,More than 1,A,Gold,71796
58197,Male,Urban,Bachelor,5.43,0,7,5984.0,1,A,Platinum,43152
37541,Female,,High School,6.63,0,3,9829.0,More than 1,,Gold,62880
68619,Male,Rural,Bachelor,6.94,1,7,0.0,1,A,Gold,99108
18840,Female,Rural,Bachelor,9.6,0,6,0.0,More than 1,B,Gold,95616
76049,Male,Urban,High School,4.28,0,1,8516.0,More than 1,A,Platinum,129216
28902,Male,,Bachelor,4.2,1,6,6185.0,More than 1,A,Silver,56148
83225,Male,Urban,High School,5.91,1,7,5464.0,1,A,Silver,32880
64958,Female,Urban,Bachelor,3.45,0,5,4390.0,1,B,Silver,48648
7904,Male,Urban,High School,3.37,1,4,4256.0,1,B,Platinum,63828
88599,Female,Rural,Bachelor,5.11,0,4,4835.0,More than 1,B,Platinum,132660
12341,Female,Urban,High School,7.76,0,1,3751.0,More than 1,A,Platinum,67956
323,Male,Rural,High School,6.51,0,7,2385.0,1,B,Silver,31632
57323,Male,Urban,High School,9.26,0,6,10208.0,More than 1,A,Gold,109920
19792,Male,Rural,Bachelor,71.27,0,3,0.0,More than 1,B,Platinum,29280
38460,Male,Rural,Bachelor,8.48,1,4,0.0,More than 1,A,Silver,70248
40304,Female,Urban,High School,3.8,1,1,8999.0,More than 1,A,Platinum,111384
63406,Female,Urban,Bachelor,9.75,0,6,,More than 1,B,Gold,68112
16190,Female,Urban,High School,3.71,1,5,2163.0,More than 1,B,Platinum,59268
81375,Female,Rural,High School,68.9,1,4,0.0,1,C,Platinum,33096
